OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97901566,Sample-Routine,Water,Surface Water,1979-08-12,12:50:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97901563,Sample-Routine,Water,Surface Water,1979-06-29,11:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Total,0.00,mg/l as N,,Historical,,Actual,,,,,,,00620,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97901568,Sample-Routine,Water,Surface Water,1979-09-10,15:40:00,AKDT,,,,,,,,,,,,,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Total,0.00,mg/l as N,,Historical,,Actual,,,,,,,00620,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97901568,Sample-Routine,Water,Surface Water,1979-09-10,15:40:00,AKDT,,,,,,,,,,,,,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97901562,Sample-Routine,Water,Surface Water,1979-06-18,21:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-690530154390600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101217,Sample-Routine,Water,Surface Water,1981-08-11,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Total,0.03,mg/l as N,,Historical,,Actual,,,,,,,00620,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101219,Sample-Routine,Water,Surface Water,1981-06-16,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.00,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98101219,Sample-Routine,Water,Surface Water,1981-06-16,16:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.000,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600338,Sample-Routine,Water,Surface Water,1985-10-04,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.360,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600338,Sample-Routine,Water,Surface Water,1985-10-04,15:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.59,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600339,Sample-Routine,Water,Surface Water,1986-06-11,20:45:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,"Stable, high stage",Spring breakup,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.100,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600339,Sample-Routine,Water,Surface Water,1986-06-11,20:45:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,"Stable, high stage",Spring breakup,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.443,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600527,Sample-Routine,Water,Surface Water,1986-07-03,12:30:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.100,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600527,Sample-Routine,Water,Surface Water,1986-07-03,12:30:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-15896000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.443,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600550,Sample-Routine,Water,Surface Water,1986-08-21,12:30:00,AKDT,,,,,,,,,,,,"USGS-National Water Quality Lab, Denver, CO",USGS-15896000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.100,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.98600550,Sample-Routine,Water,Surface Water,1986-08-21,12:30:00,AKDT,,,,,,,,,,,,"USGS-National Water Quality Lab, Denver, CO",USGS-15896000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.443,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400198,Sample-Routine,Water,Groundwater,1994-08-10,08:45:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712032156361601,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.100,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400198,Sample-Routine,Water,Groundwater,1994-08-10,08:45:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712032156361601,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.443,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400193,Sample-Routine,Water,Groundwater,1994-08-09,15:50:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712002156384201,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.130,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400193,Sample-Routine,Water,Groundwater,1994-08-09,15:50:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712002156384201,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.575,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400190,Sample-Routine,Water,Groundwater,1994-08-09,14:50:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712001156384601,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.050,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400190,Sample-Routine,Water,Groundwater,1994-08-09,14:50:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712001156384601,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.221,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400189,Sample-Routine,Water,Groundwater,1994-08-09,14:00:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712001156385401,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.050,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400189,Sample-Routine,Water,Groundwater,1994-08-09,14:00:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712001156385401,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.221,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400197,Sample-Routine,Water,Groundwater,1994-08-09,16:40:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712000156383001,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.150,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400197,Sample-Routine,Water,Groundwater,1994-08-09,16:40:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712000156383001,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,0.664,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400185,Sample-Routine,Water,Groundwater,1994-08-09,09:25:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712000156390701,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.50,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400185,Sample-Routine,Water,Groundwater,1994-08-09,09:25:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712000156390701,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,6.64,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400187,Sample-Routine,Water,Groundwater,1994-08-09,11:00:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712002156385901,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.050,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99400187,Sample-Routine,Water,Groundwater,1994-08-09,11:00:00,AKDT,,,,,,,,,,,,University of Alaska,USGS-712002156385901,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.221,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500207,Sample-Routine,Water,Groundwater,1995-07-15,11:25:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712004156390001,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.040,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500207,Sample-Routine,Water,Groundwater,1995-07-15,11:25:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712004156390001,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.177,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500198,Sample-Routine,Water,Groundwater,1995-07-14,14:20:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712000156390701,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.20,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500198,Sample-Routine,Water,Groundwater,1995-07-14,14:20:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712000156390701,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,5.31,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500203,Sample-Routine,Water,Groundwater,1995-07-15,09:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712003156390001,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,1.39,mg/l as N,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500203,Sample-Routine,Water,Groundwater,1995-07-15,09:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712003156390001,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Nitrate,Dissolved,6.15,mg/l asNO3,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500199,Sample-Routine,Water,Groundwater,1995-07-14,15:05:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156385901,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.040,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500199,Sample-Routine,Water,Groundwater,1995-07-14,15:05:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156385901,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.177,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500200,Sample-Routine,Water,Groundwater,1995-07-14,15:50:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712001156385401,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.040,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500200,Sample-Routine,Water,Groundwater,1995-07-14,15:50:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712001156385401,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.177,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500201,Sample-Routine,Water,Groundwater,1995-07-14,17:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156384801,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.030,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500201,Sample-Routine,Water,Groundwater,1995-07-14,17:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156384801,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.133,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500202,Sample-Routine,Water,Groundwater,1995-07-14,17:45:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156384201,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.040,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500202,Sample-Routine,Water,Groundwater,1995-07-14,17:45:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156384201,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.177,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500252,Sample-Routine,Water,Groundwater,1995-07-15,12:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156383501,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.050,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500252,Sample-Routine,Water,Groundwater,1995-07-15,12:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712002156383501,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.221,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500205,Sample-Routine,Water,Groundwater,1995-07-15,10:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-711959156382101,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.040,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500205,Sample-Routine,Water,Groundwater,1995-07-15,10:15:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-711959156382101,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.177,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500204,Sample-Routine,Water,Groundwater,1995-07-15,09:40:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-711957156381301,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.040,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500204,Sample-Routine,Water,Groundwater,1995-07-15,09:40:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-711957156381301,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.177,mg/l asNO3,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500206,Sample-Routine,Water,Groundwater,1995-07-15,11:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712001156382301,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.050,mg/l as N,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.99500206,Sample-Routine,Water,Groundwater,1995-07-15,11:00:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-712001156382301,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.221,mg/l asNO3,,NWIS
